Application_Number,y_test,prediction
109762,417000.0,414188.97555709403
63122,462000.0,460138.31920108176
67520,262000.0,265377.8032289793
109810,314000.0,317151.92542418034
70076,297000.0,296454.26263816433
74115,484227.0,483751.2362978657
141601,97000.0,99552.79662080322
125773,446550.0,442281.5613652896
59188,622000.0,617973.7125989022
165809,772560.0,795571.6178057275
74900,502050.0,502930.21897529985
43053,220000.0,216555.1247132708
9118,257000.0,258897.05985516086
50284,597000.0,597062.1845189242
58685,235000.0,239901.8251219994
59322,382000.0,389246.3572470953
96763,435888.0,428160.18998489645
63655,490000.0,494866.89032608777
100891,102000.0,100892.05984543692
92056,552000.0,549723.3716594101
173770,452000.0,449292.4129986565
118207,467000.0,449670.1171671368
24580,292000.0,294856.90299817105
105764,363000.0,359455.0725367793
91921,555000.0,572345.5458824062
163277,70000.0,71243.2666921885
73794,1902000.0,1904296.7000436487
91381,357000.0,356299.7798991115
38219,582300.0,574967.4073220047
126544,222000.0,225284.53076682644
124027,845800.0,841461.9683918603
27442,152000.0,153112.9397020032
98510,392000.0,400653.65359394904
146762,592000.0,592516.9072662556
126108,364000.0,358721.9323097379
55055,397000.0,402065.8953024765
75687,555000.0,529787.3919899012
42758,97000.0,90437.77305961495
1621,237000.0,218867.34959452014
80391,1045110.0,1055774.8849499547
156828,1102000.0,1103433.5241391775
120515,232000.0,226537.29755566275
28337,397000.0,396383.1531764434
61625,450800.0,450968.19943631964
110451,526000.0,541047.4145855203
17756,267000.0,266458.5747023426
56964,332000.0,324070.72069672216
100879,764888.0,764866.9012848766
116258,502000.0,502720.9844743644
47124,387000.0,389001.2659643776
97215,162000.0,158348.0268323007
64042,572800.0,563978.591445657
114665,1268000.0,1194820.1715584544
143165,1497000.0,1535106.1589882337
128904,501000.0,495160.3822405078
167598,1618800.0,1661871.464056661
184413,836000.0,829139.6258016874
128286,241000.0,234773.41940154228
169813,544000.0,540093.3777516177
87423,127000.0,126892.85463593289
126081,405000.0,403551.8255347123
61280,272000.0,265330.2495533955
136025,317000.0,313995.18933814095
57367,309800.0,308488.8331620318
67199,577000.0,579524.0722459934
52580,3437360.0,3268619.5741720563
14049,317000.0,310051.1251099796
11462,366000.0,378237.9393159735
68540,1102000.0,1091592.1603106637
52237,765100.0,742408.5577127249
145633,434500.0,447027.55967101903
8447,597000.0,578370.2058246034
82219,445000.0,443333.40521557804
153595,297000.0,294159.536862364
26068,694000.0,692124.6220716911
2981,497000.0,496915.9841364925
18990,932050.0,940194.3352405617
166040,302000.0,299600.4278861072
123182,312000.0,305000.3395427259
182787,637000.0,631919.5027146044
24159,377000.0,381880.9315314097
5574,442000.0,437084.9137169899
3785,609900.0,602148.9994420409
26737,442310.0,467421.90253672487
98120,502000.0,490782.99882654473
17543,597000.0,602239.1035292398
162874,341040.0,348787.3637967072
34909,647900.0,633553.5638532065
24884,232000.0,229305.8674410264
170925,848000.0,846000.0621959559
26071,954000.0,948046.2108669411
28031,347000.0,353907.8029688774
93965,660000.0,658870.8290426873
37747,598980.0,599148.208535466
33224,322000.0,331522.77428661595
52223,167000.0,163668.2703559861
25645,497000.0,495563.3555353697
106984,218000.0,221286.55796186946
99214,480000.0,477993.5971490665
175238,731000.0,751438.4890375369
27096,522000.0,514009.8784491871
109179,251683.8,255655.57734367772
170765,1017000.0,1006538.073479076
73998,526800.0,523419.99869974714
78451,404000.0,405649.9924294151
10310,237300.0,237898.04200523096
76245,497000.0,502705.16026131326
8067,662800.0,647181.7145517903
122917,347000.0,346708.6265382394
21108,542000.0,530341.8117982507
64518,332000.0,330752.66583729174
2464,823800.0,810480.6651468626
43332,352000.0,335693.3498267024
30003,347000.0,346153.43400548934
58284,457300.0,446088.48888672586
63985,547900.0,542614.3221571472
15106,346000.0,346589.7097967096
143370,565000.0,568085.5168232293
140525,292619.0,290400.1166507541
99273,647000.0,650994.552556709
1706,137000.0,139053.06589699874
91997,457000.0,466646.66473506764
55950,437000.0,444358.6205594416
180024,662000.0,670072.3391231413
67829,977000.0,971015.7671008337
29918,602000.0,603356.0317607885
55742,312000.0,330331.270664099
174783,955000.0,924649.9165134255
8423,997000.0,1006527.3185637144
142005,997000.0,955400.2282505682
6216,252000.0,256815.63117988285
92425,944888.0,931332.9531029689
98614,343500.0,343642.38545228756
12176,620000.0,620666.0359020338
78064,382000.0,382159.51787997
85023,375800.0,373168.8870973426
42585,478800.0,473768.74995902105
21272,1802000.0,1722530.2654390915
110466,1301000.0,1340181.9339305358
5611,195000.0,198145.8253803617
108978,552000.0,558158.054168448
79275,3597000.0,3454456.937508992
81742,252000.0,260455.20748176269
38310,491800.0,484543.8240875458
61402,462000.0,459219.7967077292
46794,2020400.0,2018014.7105193122
39451,565800.0,569147.2937003523
182406,722000.0,701780.3982249758
111320,906000.0,908178.1438750974
71998,252000.0,252984.01754468062
19409,306000.0,301937.1249548921
18454,392000.0,384210.3422598561
146121,497000.0,510818.0970385617
106657,817000.0,818396.892417575
125382,152000.0,152322.2479610007
48504,483800.0,491362.38808756386
86255,697000.0,695559.0882494027
1034,252000.0,258229.6097890411
17931,682000.0,684973.3254154013
56213,517000.0,519348.59880868637
69075,717000.0,708515.0449054735
120018,290800.0,286661.88963631215
28680,172000.0,170692.39790446078
1068,360500.0,363524.13069188775
107971,1297000.0,1228468.1239632696
47025,417000.0,424311.76487328287
130216,252000.0,250493.86629337093
124734,434000.0,437687.0217095774
110068,242000.0,235550.8416643376
105706,312000.0,305161.6092741043
3135,677000.0,665008.4541512096
15382,352000.0,342667.64394659776
1356,102000.0,104306.22118004566
84761,395800.0,411401.7204717802
89464,702000.0,672365.8401797563
11109,87000.0,86104.97278295
30839,297000.0,296765.40567561897
149263,692000.0,704473.3992460548
15344,668700.0,678289.325538874
89323,247000.0,249237.27031446443
2737,557000.0,561100.3906977146
49046,535200.0,530676.2535736023
168179,986100.0,977909.3873413515
141698,302000.0,314229.6697310457
76397,845900.0,855744.5878152548
168808,257000.0,254579.16333728936
33054,382000.0,380033.1909250865
163936,322000.0,320715.4433857334
145541,197000.0,198941.27801994001
176336,142000.0,145387.04594359745
138369,193000.0,193483.4446611485
7526,172000.0,181128.1000437926
64246,232000.0,228212.81284689173
22020,555257.0,554333.8933734669
130166,332000.0,329466.32746257714
138825,359700.0,364260.6653689061
20237,607000.0,602594.5539703103
125868,556000.0,551880.6852744812
35333,1138800.0,1181555.1264450515
44296,297000.0,294568.0042888084
102159,707000.0,690648.4238372755
46338,679800.0,659357.6764157648
70137,731900.0,716525.7849939339
131008,1002000.0,979690.255401731
144269,117000.0,113447.64727434854
112372,754740.0,760848.987978975
32630,302000.0,300883.2493818521
144262,92000.0,97339.857541161
100146,682000.0,686953.5925336849
53194,552000.0,548566.5407454984
23770,1054800.0,1062501.793914443
136007,1747000.0,1805396.770345635
156918,2502000.0,2448683.4402103494
181728,822000.0,830722.3391114229
150039,674800.0,732848.1694176281
37806,676800.0,671051.231361984
59875,843000.0,821895.1376197322
172885,237000.0,230967.25489700047
37850,3002000.0,2922176.719135502
36320,297000.0,303411.18444811227
126126,122000.0,128421.69805612863
148596,481800.0,475349.5433843276
181251,423068.0,428894.8389236835
44090,992000.0,979385.4787666624
105189,918800.0,948919.2079038502
88290,230000.0,227594.88896837403
168162,172000.0,170714.05255826484
37161,897000.0,883499.732098443
172580,92000.0,94358.19043196282
146819,357000.0,352112.8489395697
134198,1641000.0,1678297.0629420546
50109,72000.0,75966.79525081135
161683,3697000.0,3578796.5827648514
58813,747000.0,759709.3421608555
161707,265000.0,266199.2488377096
166996,102000.0,104456.68008281836
70962,705888.0,709455.8401184145
119889,1197000.0,1226044.2709578343
118612,1204000.0,1284750.893343215
37131,297000.0,296540.9547491985
64147,410000.0,405791.5632380325
83142,566900.0,567919.8486163821
29424,805800.0,833200.9669017284
78172,502000.0,494787.47666848253
3225,652000.0,638238.7064466109
129592,422000.0,418351.6347084367
76837,447000.0,454818.6607775873
107365,582000.0,595039.4737063642
136434,865000.0,861400.7363221811
78930,442000.0,434357.27202552586
65499,357000.0,352490.780204987
140545,242000.0,237171.18403407373
10630,657000.0,648402.5707478195
60936,182000.0,180445.6167427615
24909,305000.0,306437.64397916856
47909,397000.0,399124.33238241094
181978,92000.0,92493.58501122813
3575,867000.0,861461.316742315
12184,322000.0,320885.77851852117
5615,2897000.0,2727635.1521043293
111102,857900.0,854468.6208545531
131359,695800.0,717845.3412191301
143887,357000.0,360013.51749038836
133928,425800.0,441040.9004640004
8604,172000.0,172849.40417644882
10863,157000.0,154013.58654063073
54468,632000.0,623641.38166241
110108,367000.0,373277.1227164302
170124,302000.0,303862.292979064
159691,919000.0,891155.0971738867
78560,584000.0,584301.4531802334
21168,602000.0,589147.7301957208
17808,1392000.0,1436249.3769805206
6341,450000.0,449089.61725351075
62010,332300.0,342881.12034881173
177513,500000.0,508577.91823329515
109091,587000.0,582301.7279146849
15143,497000.0,493453.74001485767
116040,322000.0,317565.22604984324
28048,362000.0,353467.4862980145
90779,717800.0,731684.3975033234
62541,132000.0,135624.47231868227
128703,395500.0,389281.8654977209
181823,697000.0,691202.9519104197
164902,567000.0,567484.9583177613
79752,362000.0,360262.95780013804
145151,272000.0,272012.2064510342
16563,305000.0,300478.1094518846
107248,244895.0,251062.9443210685
29967,427000.0,432377.6085691794
27785,497000.0,507528.2596754505
81142,372000.0,380639.5182012252
159434,1069888.0,1063320.7373741292
108119,557000.0,539745.0144036048
184756,142000.0,143878.08516427924
15785,664800.0,670834.174434748
50105,290400.0,290796.22269373207
162409,1147000.0,1106697.43421975
153958,302000.0,300516.48466676794
48029,767180.0,771523.2733824297
125454,412000.0,399172.5089971033
136793,297000.0,296399.2247915105
173043,483800.0,478319.8256506189
919,192000.0,194027.91407260936
175583,265000.0,267148.27602077235
53506,678212.0,680643.0273152009
115240,602000.0,605691.9306141369
7035,443250.0,443736.984799705
120841,1178000.0,1217775.0595437486
110496,542000.0,550188.784127882
44058,696100.0,710697.722377792
181188,502000.0,503841.85338755534
77706,242000.0,240000.047005016
28076,232000.0,235791.82807258173
111224,502000.0,495111.0000997452
10584,542000.0,529233.0605964563
118149,97000.0,100405.55564003273
121540,589800.0,585698.271382928
145726,584888.0,591114.8691505219
20288,323500.0,318473.22852924647
88377,147000.0,148559.77229551398
149413,700000.0,701851.7398658695
168663,197000.0,194028.5932915889
81050,582000.0,582526.0072087548
153132,397000.0,398124.1161796519
156783,337000.0,332168.9891236202
23177,517000.0,506803.27267841704
117958,302000.0,304475.67279973865
87662,74500.0,77220.98763556643
178537,297000.0,300780.84386363294
76906,352000.0,347487.33801420534
35688,477000.0,486721.5140354069
52503,857000.0,849170.2284460377
147526,484800.0,486650.4619920548
106275,947000.0,945499.5537143776
119613,447000.0,450038.4920103621
81484,482000.0,474328.33276219
155689,839000.0,845230.7875940464
171336,272000.0,273627.51926669554
6910,222000.0,227453.12313439374
77636,662000.0,652734.7012572495
44070,102000.0,99392.58127607143
69060,552000.0,510436.8219767967
98125,277000.0,277284.2627408128
4405,853000.0,839221.9145871571
143763,997000.0,965690.7876481473
8497,1569800.0,1664637.6228049167
61836,696800.0,699645.0586998274
48245,621150.0,613679.5485221706
112971,1547000.0,1495539.102005044
136500,302000.0,306989.4323215041
166303,947000.0,913380.2185112531
128128,229190.0,233813.2935006261
150120,102000.0,103384.70532941144
108153,462000.0,463689.06348592934
16480,1089000.0,1081513.190846221
71132,494150.0,489548.3033523539
84374,502000.0,494177.435048172
41775,531000.0,532228.0854921773
36601,334900.0,337673.46604793647
179275,2198929.0,2168723.829694297
49746,691000.0,692069.2249068543
138489,573800.0,573452.0668826948
155991,293000.0,288576.1086067621
76645,654000.0,657133.5770452361
107375,379000.0,380235.7460269233
134678,600000.0,602184.0855459677
145686,731000.0,735452.729156615
113564,366000.0,377625.1578419413
2329,357000.0,358733.16044870124
20205,517000.0,507956.17470847414
127730,785000.0,767290.6709448274
158466,172000.0,170440.79431821252
84896,152000.0,154811.87458822757
116110,362000.0,371866.5882771432
104697,689800.0,677601.2475536072
64253,225000.0,216697.9463852584
178027,297000.0,290651.6286480558
145119,297000.0,296717.2738509277
52123,167000.0,164247.00558430192
58847,297000.0,305186.3969180976
56463,377000.0,385816.8149029188
145116,703800.0,705664.918020506
24835,331395.0,327002.6162171198
18458,289000.0,284575.4459987658
143503,517000.0,513795.39201113256
135290,5002000.0,5025001.952682275
59356,585800.0,602693.0759697114
180214,702000.0,697544.0486989582
132381,597000.0,604355.0024272625
160425,743000.0,756214.7837765503
170444,479000.0,460650.0809782002
67273,397000.0,392484.35386522254
83717,707000.0,729694.5066842415
73061,1429872.0,1422750.4208644684
111222,322000.0,322381.6850383714
80811,617000.0,621914.4757208897
81168,650800.0,660281.8534348604
157304,582000.0,583239.3939160032
41375,690000.0,686812.8256679964
36753,82000.0,82580.68982817404
87504,417000.0,409360.41292966576
133548,395000.0,396929.65803563443
64757,447000.0,439928.9123393669
181559,197000.0,208902.5681743482
148383,467700.0,466322.21205519093
124438,162000.0,162179.42001892359
176079,447000.0,449202.5951737622
95038,162000.0,158759.18400995736
8648,1302000.0,1326363.0040128564
145785,477700.0,479256.4419365445
148145,205000.0,204634.82226247274
27784,327250.0,330239.4803240438
56603,528000.0,514623.49304914766
174566,357000.0,352440.25177262624
69603,632000.0,627873.3068764596
112897,757000.0,749022.6586482942
96428,182000.0,184687.61098097698
71660,552000.0,563203.8237458317
30996,522000.0,525102.9517601987
152476,547000.0,545655.970532562
49304,1002000.0,986396.0000807599
61740,849000.0,846594.5570779517
120279,743000.0,752957.8905390499
35653,606800.0,608967.5960193257
131928,874800.0,867949.1910714926
82141,515000.0,503122.6316022158
64217,167000.0,167230.87247498694
51637,267000.0,266904.26537736354
34847,687000.0,690216.2147265302
65657,1041800.0,1048910.3921313095
152926,252000.0,256410.6369081951
46836,833888.0,828739.8021582547
132497,347000.0,342431.33554409473
108630,452000.0,446927.62169178383
154184,299000.0,302831.1760231244
102011,337000.0,331539.35197730415
78608,302000.0,305104.7155895333
178932,541800.0,536248.5350118522
84310,414376.0,415176.7935688839
160589,591000.0,588556.3446605369
128145,416160.0,406602.94745533424
72658,634000.0,639432.3598762021
181350,560888.0,550163.3133859794
13660,537000.0,527427.0849883945
153376,1517249.0,1530416.1012928032
5568,207800.0,210011.7723823893
72099,197000.0,194770.46848350973
28445,652000.0,638249.7508249381
52981,157000.0,157123.9322042997
171809,744800.0,739657.9651808955
34786,530000.0,531451.8207115247
182989,317000.0,322332.26114304375
47456,312000.0,309394.4618126199
148894,622000.0,597640.0833881161
64157,297000.0,294642.0159393458
64532,460000.0,457942.9389435247
14672,222000.0,226898.70162187624
33575,516000.0,508658.4726843729
110055,477000.0,474984.25458082213
185421,483875.0,478213.12896879454
47347,4818000.0,4360836.626067521
159122,455720.0,452728.8752396291
45885,337000.0,341244.8264917524
1550,302000.0,296407.19319795835
170309,187000.0,209822.80658737195
139818,492000.0,487928.95614997915
169159,377000.0,389001.6680225426
90991,516900.0,523778.1547856292
23470,112000.0,116196.59405204954
9681,1297000.0,1350140.6346018743
23158,127000.0,127299.67986163724
79430,652000.0,642807.8251365992
34380,622000.0,622952.8254531659
23117,747000.0,694678.4684512371
3260,432000.0,427633.9584914113
4551,42000.0,45819.70641620866
185861,112000.0,107475.39928500974
72879,2677000.0,2449565.746599816
148783,197000.0,188120.4263962412
124418,450500.0,448126.52325895766
115856,542500.0,539232.7810848013
29831,727000.0,706261.211689197
19505,464300.0,467017.4956882152
149827,618000.0,625716.2043087278
16721,592000.0,580857.835206436
6589,567000.0,564347.4703041103
169025,152000.0,151660.84998724208
173232,1190000.0,1214610.615928069
71471,527000.0,532778.032490857
142001,353000.0,344061.0961590157
151897,817000.0,830715.2353937335
27915,217000.0,229370.19981355537
322,1083000.0,1116971.881132547
121278,407000.0,398776.1187400837
109971,213000.0,221552.74242120254
6154,122000.0,118780.15371063488
67150,772000.0,795716.3187444004
96363,482750.0,468452.2544388895
3861,747000.0,725827.021409328
153580,337000.0,339712.1358194086
61156,97000.0,96567.02686911993
115360,652000.0,646484.368864803
128654,362000.0,353405.8046111638
30785,297000.0,296404.3957428118
61599,747000.0,726050.3859711768
180685,317000.0,318131.88603922754
142319,880000.0,877105.997175941
161404,294600.0,303365.19439529156
140125,635339.0,629880.2418923253
79815,417000.0,409088.91722187964
31802,262000.0,260762.18163725146
1014,247000.0,242509.2858763385
154844,364800.0,364224.40210864967
120253,917000.0,973723.123015653
59650,2132000.0,2034440.4065228342
5337,1032000.0,1024873.3567997462
76430,342000.0,340702.6729291381
55008,462000.0,454108.1730282464
37290,302000.0,303689.05052468856
39877,478000.0,469235.98214695486
157086,802000.0,797196.2918086536
95603,347000.0,342114.5097802633
112166,102000.0,105170.67772552138
162131,447000.0,448874.3630196908
42928,310900.0,310711.6952192976
55644,620000.0,638943.8390937925
146501,641989.0,648050.460732075
104378,117000.0,121415.00505083763
92140,1102000.0,1069610.160052202
92084,1402000.0,1331998.6268801645
131795,377000.0,366221.3073880717
56533,257000.0,259507.45964040887
33628,332000.0,345872.72907019086
79174,532000.0,524287.4062000732
67446,242000.0,242111.16777767878
117422,613010.0,603521.1929827515
47166,1502000.0,1490730.989006368
31024,372000.0,374636.2202982345
141242,296210.0,297395.0180474743
96797,622000.0,603292.5145101667
185939,395000.0,403926.1942640212
50471,451200.0,444429.7700267583
121693,767000.0,778097.0166357303
24548,1002000.0,987997.3976512376
141777,1051213.0,1059138.4906068381
20325,1471000.0,1531932.5781421014
149883,187000.0,187849.58276838477
36136,430000.0,432317.6699978872
175721,514900.0,507513.1779755809
166822,702000.0,692075.9201869918
5397,307000.0,305122.15359853924
178265,87000.0,79519.11053000482
65964,452000.0,444653.029134569
107269,497000.0,496589.09852277505
47093,540000.0,540316.8715003369
14777,927000.0,916010.5762562507
31642,570000.0,569567.7710461615
93155,782000.0,809157.6980816914
143120,282000.0,281941.2575075707
64404,152000.0,166437.59261317193
107691,647790.0,647124.2283528089
93865,749000.0,725799.3828956287
80779,2897000.0,2855716.291055449
143093,297000.0,302899.2158550718
129001,564300.0,572355.2262551525
16259,327000.0,332132.07120147365
82847,107000.0,107236.02734632601
136057,487000.0,479817.7078819864
58283,598900.0,601604.7253666695
35541,1237000.0,1307232.1101369169
19991,412000.0,418779.1148609543
184709,505300.0,520280.5630125226
136325,1597000.0,1549454.959435923
87452,232000.0,244300.26344075424
154801,317000.0,309183.62790200114
107127,337000.0,349098.07506754657
125080,137000.0,142803.83254491986
50742,522000.0,503641.7644745577
51215,747000.0,747589.3279468309
156210,1224000.0,1259945.9709393329
93378,482000.0,470668.01265470975
23024,302000.0,299597.57929584885
32385,1017000.0,995045.8659302357
44447,222000.0,223620.8353699881
96013,878000.0,899953.0870359712
6718,808888.0,817674.0419022874
153229,267000.0,264072.30983538576
162273,507000.0,516365.73801192973
149160,752000.0,769388.9846349906
58780,1702000.0,1682710.2271113596
121339,953000.0,947420.4040364948
39648,320000.0,334836.27283650055
142131,909700.0,905432.1394926923
58920,430000.0,431310.4249700934
97024,448500.0,442710.405866043
180243,847800.0,875272.3109183277
106562,142000.0,141696.17294848472
168964,387000.0,390247.1024134515
140059,450000.0,459057.5486006392
180199,676000.0,679241.9710991443
171447,689850.0,688342.8989259844
104003,612900.0,614772.9482496897
33795,227000.0,225093.1964911767
117916,332000.0,325485.97084229905
20069,711550.0,708501.1227004023
113754,190000.0,212193.2332183996
50906,432000.0,429832.5427526275
55680,382000.0,384177.54286797025
145326,722000.0,716684.5372746992
88438,426815.0,430462.7810840596
18366,925800.0,907587.4440545563
80760,322000.0,317514.51697122864
8760,600000.0,595885.2112397727
102621,190000.0,193360.83093656242
182377,1115000.0,1101846.7274033623
146869,747000.0,766090.700958977
29921,327000.0,326817.79665885726
58302,952400.0,966670.6483800347
63058,522000.0,512364.6347197822
115688,292000.0,286700.1915745956
10229,152000.0,153052.71333026674
124552,1302000.0,1286754.7958219224
113704,452000.0,452763.8635672404
27762,382000.0,383114.8344329164
136170,382000.0,379326.80553370813
93524,322000.0,319261.79082040937
145851,585888.0,592682.6632350616
147615,897000.0,879392.544594455
71393,197000.0,195574.63121903833
183999,192000.0,189611.27793898698
99364,217000.0,223286.78593795374
51695,577000.0,564902.8602313768
88755,597000.0,580957.3058092657
20911,450000.0,455163.16693351255
2272,422000.0,420556.61005848646
58908,137000.0,141211.59891036997
68921,540000.0,529629.5723803544
36882,432000.0,423112.00777218456
78653,397000.0,392659.25805699045
180914,187000.0,184850.46493217762
51724,702000.0,698077.259430788
62447,167000.0,170858.09939267475
31082,802000.0,805403.1297383953
128655,177000.0,174469.48232987052
13623,2308000.0,2205166.326529519
145779,257000.0,253623.93920241488
181462,524000.0,523515.2940245482
88656,662000.0,652309.080065538
11501,157000.0,158203.76883460945
8625,306000.0,300926.967928283
137486,322888.0,318487.9312001375
8544,682000.0,654546.7451767614
5378,420800.0,416857.5372282759
49050,402000.0,392880.58357749355
80104,552000.0,542657.7824452884
146047,97000.0,98374.36866185283
172370,843800.0,821597.4455392525
145080,802000.0,802069.562765968
55188,825800.0,836178.0578365973
14473,337000.0,329136.4060866415
19324,702000.0,704914.4469253267
156174,452000.0,461090.44328238396
148497,500000.0,499972.84870837827
12661,511800.0,496725.1956335478
120522,57000.0,57709.66381021049
117047,529000.0,544373.996784289
7813,397000.0,400285.9644335103
387,347000.0,346587.2313629805
159503,662888.0,683923.8822462737
73565,377000.0,397873.4231809213
90529,502000.0,508825.85459426837
59433,39000.0,42171.76715107879
92994,773900.0,779545.2858088156
6078,267000.0,274539.8864635532
92035,407000.0,428947.8652228826
7366,778800.0,801272.186563609
50536,297000.0,294311.79894423665
56163,147000.0,162112.5654660465
120803,397000.0,393061.514511765
140170,882000.0,885813.5608587982
128238,450160.0,436882.68121596973
63965,1000000.0,1031518.7578363538
66572,682000.0,625349.7622213507
149226,500000.0,497897.2098961898
78663,727000.0,727421.658636298
77023,997000.0,985861.0400828823
43985,666410.0,684169.3271206836
74616,512000.0,512104.8360720183
32939,688800.0,688838.296056453
155806,677000.0,662920.4312262167
143210,267000.0,266612.8000467324
184669,397000.0,398184.7762843962
96826,1602000.0,1571610.156459914
1580,592000.0,595553.0271613183
31197,667000.0,660433.6716052252
90453,897000.0,890114.3573931018
16003,380000.0,380478.03315823775
14918,522000.0,532078.5689359595
116733,532000.0,540188.0681495715
153514,502000.0,495462.7979268087
30530,846000.0,849905.7423670967
113837,897000.0,873105.2290084872
120876,592000.0,590534.9724109732
154236,898800.0,916064.1569671754
143189,297000.0,302899.2158550718
23084,1519800.0,1471975.040350095
7286,682000.0,684088.373714271
151646,312000.0,310940.85743781633
117183,306000.0,302464.39384798333
16314,302000.0,305051.7996406456
44723,117000.0,116832.7069650894
160614,272000.0,271375.813897356
58166,508600.0,507867.71908296965
143474,576000.0,567544.0189519613
117430,640888.0,641920.8650498728
58631,647924.0,652538.5438577707
157488,382000.0,385606.5364011883
1389,267000.0,262612.9193360428
78715,302000.0,305057.7063462268
84306,652000.0,668837.2721856566
126707,250000.0,240159.20253857152
65656,742000.0,719334.7073612047
158624,182000.0,186055.81737578794
65997,307000.0,311336.7418258078
142641,437000.0,421448.79552186816
134616,1037000.0,1006692.0559195739
71643,707000.0,700132.1750022668
37453,561800.0,557202.9213938883
84129,477000.0,476901.79336709576
74743,526800.0,523475.8705422042
17102,232000.0,228723.43802330532
41111,727000.0,692761.3318516887
138253,2277000.0,2102216.178255138
111070,252000.0,254199.66097758443
104817,745000.0,755580.967455195
27132,331000.0,339391.3672033029
165943,2047000.0,2036722.1377599463
127506,717000.0,708487.7357441443
18834,302000.0,300425.0973625341
50949,195000.0,196402.9776590074
3674,390850.0,393537.47637361934
51623,589000.0,593956.4756784197
148419,481000.0,481998.8625381135
128095,715200.0,701292.1388324706
66474,172000.0,174794.7148147666
102076,534760.0,547514.299659327
67336,293190.0,290533.5285411521
132095,575800.0,578014.5684552862
104417,315000.0,319279.0523288479
72991,2147000.0,2019323.0554069881
39755,267000.0,267385.3317923583
169842,640800.0,634242.5668156547
151228,1270800.0,1258224.017079311
45127,132000.0,134732.20154768717
134478,1682000.0,1648308.0312141275
12963,2497000.0,2315327.2819819064
151814,152000.0,163304.84114397457
166910,352000.0,353276.3347316447
104997,147000.0,151673.80671655212
15931,1180800.0,1181385.2528369734
46199,663800.0,642243.1100859203
165720,878000.0,835299.996159093
155500,552000.0,564932.1358159245
106940,147000.0,146628.95919321498
45659,72000.0,70155.11479844198
76493,675503.0,679661.3042079398
26867,557000.0,561487.1287097516
95591,913860.0,913685.8950534905
19200,862888.0,869202.8528673272
47120,662000.0,660998.8884692112
45223,647000.0,654412.1662338251
106934,370000.0,366868.8757864995
138564,544593.0,556745.7405366565
12997,297000.0,297563.7038115484
104258,767000.0,765319.3257408354
164614,445800.0,440517.57978207263
178843,97000.0,98953.24502207733
91663,78400.0,78728.0088872433
23658,302000.0,306774.38961245824
1973,377000.0,376539.7332031654
89468,137000.0,142437.26122708732
145722,1202000.0,1206213.8143919043
183505,397000.0,401717.8052469173
138144,743000.0,732175.5959819255
107547,536000.0,536932.5137565961
17708,544800.0,542892.6584734448
55829,427000.0,424549.6969694909
36225,297000.0,294266.4550029109
66518,382000.0,378201.58827565936
144494,579800.0,573284.667451881
161417,1247000.0,1265733.0164914615
102168,288500.0,286694.5863079242
37276,533232.0,533691.3529226044
164230,460000.0,454219.4910711875
155106,322000.0,322265.31246829336
180502,842000.0,821372.0409068759
29008,432000.0,435665.38790317473
130791,58000.0,60474.07454849734
54128,342000.0,344349.0991317478
162229,1237000.0,1224555.9171192772
97705,626000.0,621988.5518713177
179408,555260.0,556309.5212174646
46702,760800.0,776512.7160217606
118680,723000.0,729468.4133691993
450,942000.0,1001679.9000435469
80888,402000.0,406876.0340035041
75330,352000.0,355659.96544418135
43090,243000.0,245168.922390227
153205,517000.0,505690.17063791654
155114,656000.0,634829.4824558751
142217,396800.0,392702.53977905726
39362,450210.0,445674.07852955954
54579,577000.0,583836.4233554454
124602,757000.0,762125.9508002116
40685,437000.0,444666.49148462084
89600,483050.0,479961.1458731307
35880,602000.0,593130.0682111881
92169,757000.0,750056.3791391155
136006,652000.0,638933.7552003725
52809,365000.0,360028.0124550241
10252,137000.0,140509.06823234647
120962,142000.0,140666.42613405653
65929,177000.0,182010.16638175916
144891,187000.0,189336.23276938923
141829,592372.0,591122.8312036443
9273,541750.0,538938.8925618714
32850,632000.0,638968.0391014458
135299,1347000.0,1298093.5377797675
1655,407000.0,406504.6235287006
57755,587000.0,591800.1263830727
1787,1717000.0,1703157.7818435677
95861,370000.0,363765.7629352999
47106,1646800.0,1662720.0184180082
135969,297000.0,296960.8793205217
129102,282000.0,292992.0248950609
6487,858650.0,846494.1922777259
93537,415000.0,408659.8119637142
136274,730800.0,741271.4943771743
96817,627000.0,639846.6950400909
145857,562800.0,565496.4123359649
99429,423800.0,423647.98487419635
111045,397000.0,392714.4694286968
44678,152000.0,153992.33610606912
14669,147000.0,147965.5227760181
8851,677000.0,679907.7070806662
134007,1879320.0,1841168.0105426728
35288,562000.0,556766.6011168316
65026,282000.0,286247.0685377483
92139,486000.0,487954.2704177382
109727,845000.0,866369.213052986
169044,1358800.0,1316576.4437558583
46251,277000.0,270792.56942464795
28271,445800.0,451666.16840840766
142904,460490.0,460886.10422952275
24538,472000.0,467351.20005432796
181834,242000.0,246222.29596451522
92596,577000.0,588861.1710155559
17645,747000.0,748579.3503690576
133134,362000.0,364173.95190306817
39169,617000.0,578207.5371123296
177911,217000.0,214662.0173901135
149306,194000.0,194333.27730308013
82022,452000.0,448593.267383856
43463,547000.0,554804.824269151
68619,417000.0,420527.5237494957
105148,580000.0,583846.1261582667
183997,312000.0,305266.51251760585
81458,523010.0,523383.3930459316
